,employee_name,rental_date,rental_rate,customer_name,rental_id,film_id
287,Mike Hillyer,2005-05-28 14:27:51.000,4.99,CLINTON BUFORD,603,715
288,Mike Hillyer,2005-05-28 15:27:22.000,4.99,TERRENCE GUNDERSON,613,60
289,Mike Hillyer,2005-05-28 15:45:39.000,2.99,DEAN SAUER,616,220
290,Mike Hillyer,2005-05-28 15:50:07.000,4.99,CAROLINE BOWMAN,618,972
291,Mike Hillyer,2005-05-28 15:54:45.000,2.99,KEVIN SCHULER,620,533
292,Mike Hillyer,2005-05-28 15:58:12.000,4.99,MINNIE ROMERO,621,253
293,Mike Hillyer,2005-05-28 15:58:22.000,2.99,EDNA WEST,622,514
294,Mike Hillyer,2005-05-28 16:01:28.000,4.99,CHARLIE BESS,623,271
295,Mike Hillyer,2005-05-28 16:13:22.000,2.99,DAVE GARDINER,624,800
296,Mike Hillyer,2005-05-28 16:35:46.000,0.99,ENRIQUE FORSYTHE,625,634
297,Mike Hillyer,2005-05-28 17:37:50.000,4.99,LEROY BUSTAMANTE,632,284
298,Mike Hillyer,2005-05-28 17:46:57.000,0.99,CAROLYN PEREZ,635,360
299,Mike Hillyer,2005-05-28 17:47:58.000,2.99,MINNIE ROMERO,636,916
300,Mike Hillyer,2005-05-28 18:25:02.000,2.99,ELSIE KELLEY,639,914
301,Mike Hillyer,2005-05-28 18:43:26.000,0.99,FLOYD GANDY,640,110
302,Mike Hillyer,2005-05-28 18:45:47.000,4.99,EARL SHANKS,641,776
303,Mike Hillyer,2005-05-28 18:59:12.000,4.99,STEVEN CURLEY,644,938
304,Mike Hillyer,2005-05-28 19:14:09.000,0.99,RAFAEL ABNEY,645,687
305,Mike Hillyer,2005-05-28 19:22:52.000,0.99,DAVE GARDINER,647,753
306,Mike Hillyer,2005-05-28 19:35:45.000,0.99,SUE PETERS,649,387
307,Mike Hillyer,2005-05-28 19:45:40.000,2.99,LEONA OBRIEN,650,958
308,Mike Hillyer,2005-05-28 19:46:50.000,2.99,NORA HERRERA,651,162
309,Mike Hillyer,2005-05-28 20:18:24.000,4.99,RANDALL NEUMANN,656,624
310,Mike Hillyer,2005-05-28 20:23:09.000,0.99,ROSE HOWARD,657,186
